0.00000000, Started Game
22.49582000, Stopped Game
0.00000000, Started Game
47.68654000, Stopped Game
0.00000000, Started Game
10.59445000, Stopped Game
0.00000000, Started Game
63.75650000, Stopped Game
0.00000000, Started Game
0.02000000, D_Obj, isSubmenuVisible, Cube
42.84711000, D_Obj, isSubmenuInvisible, submenu_Animals
42.84711000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
43.17904000, D_Obj, isSubmenuVisible, Cube
43.28112000, D_Obj, isSubmenuVisible, DoorWay
43.40504000, D_Obj, isSubmenuVisible, Cube.001
45.70612000, D_Obj, isSubmenuInvisible, Cube
45.89590000, D_Obj, isSubmenuVisible, Cube.002
46.15059000, D_Obj, isSubmenuInvisible, DoorWay
46.94608000, D_Obj, isSubmenuVisible, DoorWay
47.07795000, D_Obj, isSubmenuVisible, Cube
47.42465000, D_Obj, isSubmenuInvisible, Cube.002
48.32984000, D_Obj, isSubmenuInvisible, Cube.001
48.32984000, D_Obj, isSubmenuInvisible, Cube
48.32984000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
48.32984000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
48.97665000, D_Obj, isSubmenuVisible, Cube
49.71564000, D_Obj, isSubmenuInvisible, DoorWay
49.80515000, D_Obj, isSubmenuVisible, Cube.002
50.62133000, D_Obj, isSubmenuVisible, Cube.001
51.18026000, D_Obj, isSubmenuInvisible, Cube.001
52.22970000, D_Obj, isSubmenuInvisible, Cube.002
53.62566000, D_Obj, isSubmenuVisible, DoorWay
53.75874000, D_Obj, isSubmenuInvisible, Cube
53.75874000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
54.46219000, D_Obj, isSubmenuVisible, Cube
54.50854000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
54.70567000, D_Obj, isSubmenuInvisible, DoorWay
54.77272000, D_Obj, isSubmenuVisible, Cube.002
54.90722000, D_Obj, isSubmenuVisible, Cube.001
55.77097000, D_Obj, isSubmenuInvisible, Cube.001
55.77097000, D_Obj, isSubmenuInvisible, Cube
55.77097000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
57.17711000, D_Obj, isSubmenuVisible, topLevelMenu
58.05096000, D_Obj, isSubmenuInvisible, topLevelMenu
58.05096000, D_Obj, isSubmenuVisible, submenu_Animals
59.01009000, D_Obj, isSubmenuInvisible, submenu_Animals
59.01009000, D_Obj, isSubmenuVisible, Ob_NOVELO_TURTLE(Clone)
68.99561000, D_Obj, isSubmenuInvisible, Cube.002
69.02934000, D_Obj, isSubmenuInvisible, Ob_NOVELO_TURTLE(Clone)
69.16322000, D_Obj, isSubmenuVisible, Cube
69.16322000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
69.20393000, D_Obj, isSubmenuVisible, DoorWay
69.27177000, D_Obj, isSubmenuVisible, Cube.001
70.90524000, D_Obj, isSubmenuInvisible, Cube.001
71.38558000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
71.39730000, D_Obj, isSubmenuInvisible, DoorWay
71.64194000, D_Obj, isSubmenuVisible, DoorWay
71.76325000, D_Obj, isSubmenuVisible, topLevelMenu
71.78506000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
72.98531000, D_Obj, isSubmenuInvisible, topLevelMenu
72.98531000, D_Obj, isSubmenuVisible, submenu_Person
74.01043000, D_Obj, isSubmenuInvisible, submenu_Person
74.43539000, D_Obj, isSubmenuVisible, Cube.001
74.57861000, D_Obj, isSubmenuInvisible, Cube
74.58976000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
75.08289000, D_Obj, isSubmenuInvisible, DoorWay
75.29495000, D_Obj, isSubmenuVisible, DoorWay
75.41557000, D_Obj, isSubmenuInvisible, DoorWay
77.30552000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
77.33763000, D_Obj, isSubmenuVisible, Cube
78.74646000, D_Obj, isSubmenuInvisible, Cube.001
78.74646000, D_Obj, isSubmenuInvisible, Cube
78.74646000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
81.88538000, D_Obj, isSubmenuVisible, Ob_caterpiller(Clone)
82.00605000, D_Obj, isSubmenuInvisible, Ob_caterpiller(Clone)
86.34756000, Stopped Game
0.00000000, Started Game
0.02000000, D_Obj, isVisible, Cube
2.17453700, D_Obj, isVisible, DoorWay
2.62202500, D_Obj, isInvisible, Cube
2.75588800, D_Obj, isVisible, Cube.001
2.90021100, D_Obj, isInvisible, Cube.001
3.27069500, D_Obj, isVisible, Cube.001
3.32472600, D_Obj, isInvisible, Cube.001
3.49123000, D_Obj, isVisible, Cube
7.30152300, D_Obj, isVisible, Cube.001
7.39012000, D_Obj, isInvisible, Cube
7.50176800, D_Obj, isInvisible, DoorWay
7.72596200, D_Obj, isVisible, Cube.002
8.04971400, D_Obj, isInvisible, Cube.001
9.60228800, D_Obj, isInvisible, Cube.002
9.93861600, D_Obj, isVisible, DoorWay
9.95145400, D_Obj, isVisible, Cube.001
10.23022000, D_Obj, isVisible, Cube
10.61074000, D_Obj, isInvisible, Cube
10.76649000, D_Obj, isInvisible, DoorWay
10.91022000, D_Obj, isVisible, Cube.002
11.21430000, D_Obj, isInvisible, Cube.001
11.55875000, D_Obj, isVisible, Cube.001
12.14193000, D_Obj, isInvisible, Cube.001
12.73657000, D_Obj, isVisible, Cube.001
12.85643000, D_Obj, isVisible, DoorWay
12.87821000, D_Obj, isVisible, topLevelMenu
12.97688000, D_Obj, isVisible, Cube
13.68352000, D_Obj, isInvisible, topLevelMenu
13.68352000, D_Obj, isVisible, submenu_Animals
13.83055000, D_Obj, isInvisible, Cube.002
14.33163000, D_Obj, isInvisible, submenu_Animals
14.33163000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
14.69841000, D_Obj, isVisible, Cube.002
14.89925000, D_Obj, isInvisible, Cube.001
19.32493000, D_Obj, isVisible, Cube.001
19.51390000, D_Obj, isInvisible, Cube.001
20.03979000, D_Obj, isVisible, Cube.001
21.15650000, D_Obj, isInvisible, Cube.002
23.59006000, D_Obj, isVisible, Cube.002
23.74590000, D_Obj, isInvisible, Cube.002
23.98191000, D_Obj, isVisible, Cube.002
24.50694000, D_Obj, isInvisible, Cube.002
24.59558000, D_Obj, isVisible, Cube.002
24.88485000, D_Obj, isInvisible, Cube
24.94032000, D_Obj, isInvisible, DoorWay
25.05195000, D_Obj, isInvisible, Cube.001
25.06363000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
27.28953000, D_Obj, isVisible, topLevelMenu
28.32786000, D_Obj, isInvisible, topLevelMenu
28.32786000, D_Obj, isVisible, submenu_Animals
29.15430000, D_Obj, isInvisible, submenu_Animals
29.15430000, D_Obj, isVisible, Ob_Wolf_01(Clone)
29.86841000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
30.55033000, D_Obj, isVisible, Cube.001
30.57293000, D_Obj, isVisible, DoorWay
30.68255000, D_Obj, isVisible, Cube
31.89046000, D_Obj, isInvisible, Cube
32.57144000, D_Obj, isVisible, Cube
36.19049000, D_Obj, isInvisible, Cube
36.33533000, D_Obj, isInvisible, DoorWay
36.49258000, D_Obj, isInvisible, Cube.001
37.84399000, D_Obj, isVisible, Cube.001
37.91324000, D_Obj, isVisible, DoorWay
38.01048000, D_Obj, isVisible, Cube
38.34625000, D_Obj, isInvisible, Cube.002
39.11573000, D_Obj, isVisible, Cube.002
41.10604000, D_Obj, isInvisible, Cube.002
46.02009000, D_Obj, isVisible, Cube.002
46.17525000, D_Obj, isInvisible, Cube
46.30894000, D_Obj, isInvisible, DoorWay
46.35250000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
46.45461000, D_Obj, isVisible, topLevelMenu
46.84631000, D_Obj, isVisible, DoorWay
46.84631000, D_Obj, isVisible, Ob_Wolf_01(Clone)
46.99001000, D_Obj, isVisible, Cube
47.24842000, D_Obj, isInvisible, topLevelMenu
47.24842000, D_Obj, isVisible, submenu_Animals
48.35457000, D_Obj, isInvisible, Cube
48.65634000, D_Obj, isInvisible, submenu_Animals
48.65634000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
49.20150000, D_Obj, isInvisible, Cube.001
49.27034000, D_Obj, isVisible, Cube
55.14574000, D_Obj, isInvisible, Cube
55.87238000, D_Obj, isVisible, Cube
56.08389000, D_Obj, isVisible, Cube.001
56.25047000, D_Obj, isInvisible, Cube.002
60.84222000, D_Obj, isVisible, Cube.002
61.08641000, D_Obj, isInvisible, Cube.001
62.22762000, D_Obj, isVisible, Cube.001
62.50608000, D_Obj, isInvisible, Cube.002
67.17570000, D_Obj, isVisible, Cube.002
67.74364000, D_Obj, isVisible, topLevelMenu
68.63919000, D_Obj, isInvisible, topLevelMenu
68.63919000, D_Obj, isVisible, submenu_Animals
69.21987000, D_Obj, isInvisible, Cube.002
69.76595000, D_Obj, isInvisible, submenu_Animals
69.76595000, D_Obj, isVisible, Ob_Elephant_01(Clone)
70.05681000, D_Obj, isVisible, Cube.002
70.15710000, D_Obj, isInvisible, Cube
70.20046000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
70.23358000, D_Obj, isInvisible, DoorWay
70.26728000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
70.33438000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
70.35668000, D_Obj, isInvisible, Cube.001
72.05625000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
72.27969000, D_Obj, isVisible, Cube.001
72.49226000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
72.87154000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
73.24131000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
73.35196000, D_Obj, isVisible, DoorWay
73.47540000, D_Obj, isInvisible, Cube.002
73.47540000, D_Obj, isVisible, Ob_Wolf_01(Clone)
73.60888000, D_Obj, isVisible, Cube
74.74783000, D_Obj, isInvisible, Cube
74.75877000, D_Obj, isVisible, Cube.002
74.88088000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
74.99232000, D_Obj, isInvisible, DoorWay
75.11501000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
75.21688000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
75.25159000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
75.28364000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
75.45187000, D_Obj, isVisible, DoorWay
75.79807000, D_Obj, isVisible, Ob_Wolf_01(Clone)
76.46880000, D_Obj, isInvisible, Cube.002
76.49149000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
76.55845000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
76.72554000, D_Obj, isInvisible, DoorWay
76.74796000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
77.73176000, D_Obj, isInvisible, Cube.001
77.87648000, D_Obj, isVisible, Cube.002
78.02021000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
79.26945000, D_Obj, isVisible, topLevelMenu
79.86491000, D_Obj, isVisible, Ob_Elephant_01(Clone)
79.94215000, D_Obj, isInvisible, topLevelMenu
80.06508000, D_Obj, isVisible, Cube.001
80.15402000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
80.17670000, D_Obj, isVisible, DoorWay
80.21027000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
80.26619000, D_Obj, isVisible, Cube
80.29179000, D_Obj, isVisible, Ob_Wolf_01(Clone)
80.48936000, D_Obj, isInvisible, Cube.002
80.97063000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
80.99265000, D_Obj, isInvisible, Cube
80.99265000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
81.04827000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
81.08125000, D_Obj, isInvisible, DoorWay
81.21444000, D_Obj, isInvisible, Cube.001
81.23711000, D_Obj, isVisible, Cube.002
81.36005000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
81.42758000, D_Obj, isVisible, topLevelMenu
81.96539000, D_Obj, isInvisible, Cube.002
82.16608000, D_Obj, isInvisible, topLevelMenu
82.16608000, D_Obj, isVisible, submenu_Food
82.88038000, D_Obj, isVisible, Cube.002
82.92503000, D_Obj, isInvisible, submenu_Food
82.92503000, D_Obj, isVisible, Ob_Tomato_01(Clone)
83.96220000, D_Obj, isVisible, Ob_Elephant_01(Clone)
84.53429000, D_Obj, isVisible, Cube.001
85.22688000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
85.27059000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
86.26566000, D_Obj, isVisible, Ob_Wolf_01(Clone)
86.62156000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
86.96857000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
86.99100000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
87.39375000, D_Obj, isInvisible, Cube.001
91.63767000, D_Obj, isVisible, Cube.001
92.02856000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
92.08340000, D_Obj, isVisible, DoorWay
92.12802000, D_Obj, isInvisible, Cube.002
92.13927000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
92.19523000, D_Obj, isVisible, Ob_Wolf_01(Clone)
92.30708000, D_Obj, isVisible, Cube
92.59689000, D_Obj, isVisible, Cube.002
92.66379000, D_Obj, isInvisible, Cube
92.79748000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
92.88632000, D_Obj, isInvisible, DoorWay
92.97588000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
92.98675000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
93.13355000, D_Obj, isInvisible, Cube.001
93.39080000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
93.46899000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
94.34137000, D_Obj, isVisible, topLevelMenu
95.08974000, D_Obj, isInvisible, topLevelMenu
95.08974000, D_Obj, isVisible, submenu_Food
96.29587000, D_Obj, isInvisible, submenu_Food
96.29587000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
97.92626000, D_Obj, isVisible, Ob_Tomato_01(Clone)
97.95942000, D_Obj, isVisible, Ob_Elephant_01(Clone)
98.73856000, D_Obj, isVisible, Cube.001
99.06443000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
99.07740000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
99.09841000, D_Obj, isVisible, DoorWay
99.22130000, D_Obj, isVisible, Ob_Wolf_01(Clone)
99.27699000, D_Obj, isVisible, Cube
100.86330000, D_Obj, isInvisible, Cube.002
101.07550000, D_Obj, isVisible, Cube.002
101.20950000, D_Obj, isInvisible, Cube.002
102.77310000, D_Obj, isVisible, Cube.002
102.82860000, D_Obj, isInvisible, Cube
102.86180000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
102.90580000, D_Obj, isInvisible, DoorWay
102.91670000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
102.91670000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
102.98320000, D_Obj, isInvisible, Cube.001
103.06110000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
103.15060000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
103.17380000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
103.86490000, D_Obj, isVisible, topLevelMenu
104.65070000, D_Obj, isInvisible, topLevelMenu
104.65070000, D_Obj, isVisible, submenu_Food
105.85710000, D_Obj, isInvisible, submenu_Food
105.85710000, D_Obj, isVisible, Ob_model(Clone)
108.56780000, D_Obj, isVisible, Ob_Tomato_01(Clone)
108.59260000, D_Obj, isVisible, Ob_Elephant_01(Clone)
108.91370000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
109.29660000, D_Obj, isVisible, Cube.001
109.40820000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
110.03440000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
110.29220000, D_Obj, isInvisible, Cube.001
110.34660000, D_Obj, isVisible, Cube.001
110.52520000, D_Obj, isInvisible, Cube.001
110.52520000, D_Obj, isVisible, Cube.001
110.73720000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
111.15180000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
111.20670000, D_Obj, isVisible, DoorWay
111.26260000, D_Obj, isVisible, Ob_Wolf_01(Clone)
111.34100000, D_Obj, isVisible, Cube
112.44690000, D_Obj, isInvisible, Cube
112.62580000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
112.93830000, D_Obj, isVisible, Ob_Wolf_01(Clone)
113.10580000, D_Obj, isVisible, Cube
113.92100000, D_Obj, isInvisible, Cube
114.02160000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
114.11090000, D_Obj, isInvisible, DoorWay
114.14410000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
114.17760000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
114.81480000, D_Obj, isInvisible, Cube.001
117.07250000, D_Obj, isInvisible, Cube.002
117.23950000, D_Obj, isVisible, Cube.001
117.59570000, D_Obj, isInvisible, Cube.001
117.84210000, D_Obj, isVisible, Cube.002
117.95340000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
118.18730000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
118.23200000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
118.72090000, D_Obj, isVisible, Ob_Elephant_01(Clone)
118.75830000, D_Obj, isVisible, Ob_Tomato_01(Clone)
118.90180000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
120.02070000, D_Obj, isInvisible, Cube.002
120.27800000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
122.80230000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
122.99180000, D_Obj, isVisible, Cube.002
123.09120000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
123.51710000, D_Obj, isInvisible, Ob_model(Clone)
124.82410000, D_Obj, isVisible, topLevelMenu
125.41550000, D_Obj, isVisible, Ob_model(Clone)
125.53720000, D_Obj, isVisible, Ob_Elephant_01(Clone)
125.54980000, D_Obj, isVisible, Ob_Tomato_01(Clone)
125.60460000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
125.64110000, D_Obj, isVisible, Cube.001
125.67000000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
125.68480000, D_Obj, isVisible, DoorWay
125.69430000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
125.70590000, D_Obj, isVisible, Ob_Wolf_01(Clone)
125.71720000, D_Obj, isInvisible, topLevelMenu
125.71720000, D_Obj, isVisible, Cube
125.88400000, D_Obj, isInvisible, Ob_model(Clone)
126.09490000, D_Obj, isInvisible, Cube.001
126.12830000, D_Obj, isVisible, Cube.001
126.15070000, D_Obj, isVisible, Ob_model(Clone)
126.28490000, D_Obj, isVisible, topLevelMenu
126.29750000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
126.30720000, D_Obj, isInvisible, Cube
126.31800000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
126.32910000, D_Obj, isInvisible, DoorWay
126.34030000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
126.35120000, D_Obj, isInvisible, Cube.001
126.40690000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
126.48460000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
126.49630000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
126.66450000, D_Obj, isInvisible, Ob_model(Clone)
127.16930000, D_Obj, isInvisible, topLevelMenu
127.16930000, D_Obj, isVisible, submenu_Food
127.77190000, D_Obj, isVisible, Ob_model(Clone)
127.94740000, D_Obj, isVisible, Ob_Elephant_01(Clone)
127.94740000, D_Obj, isVisible, Ob_Tomato_01(Clone)
128.04800000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
128.11520000, D_Obj, isInvisible, submenu_Food
128.13730000, D_Obj, isVisible, Cube.001
128.15050000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
128.19390000, D_Obj, isVisible, DoorWay
128.19390000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
128.22810000, D_Obj, isVisible, Ob_Wolf_01(Clone)
128.24250000, D_Obj, isVisible, Cube
128.45180000, D_Obj, isInvisible, Ob_model(Clone)
128.54230000, D_Obj, isInvisible, Cube.002
129.19160000, D_Obj, isVisible, Ob_model(Clone)
129.20320000, D_Obj, isVisible, Cube.002
129.34560000, D_Obj, isInvisible, Cube
129.34560000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
129.37880000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
129.37880000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
129.38990000, D_Obj, isInvisible, DoorWay
129.45610000, D_Obj, isInvisible, Cube.001
129.51160000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
129.60150000, D_Obj, isVisible, submenu_Food
129.61450000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
129.61450000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
129.78180000, D_Obj, isInvisible, Ob_model(Clone)
131.06760000, D_Obj, isInvisible, submenu_Food
131.06760000, D_Obj, isVisible, Ob_Donut_01(Clone)
131.82740000, D_Obj, isInvisible, Cube.002
131.94990000, D_Obj, isVisible, Ob_CairoSpinyMouse(Clone)
132.00470000, D_Obj, isVisible, Cube
132.10510000, D_Obj, isVisible, DoorWay
132.12780000, D_Obj, isVisible, Ob_Wolf_01(Clone)
132.17260000, D_Obj, isVisible, Ob_Mesh_Cat(Clone)
132.21740000, D_Obj, isVisible, Ob_Strawberry_01(Clone)
132.28370000, D_Obj, isVisible, Ob_Tomato_01(Clone)
132.30190000, D_Obj, isVisible, Cube.001
132.41670000, D_Obj, isVisible, Cube.002
132.43010000, D_Obj, isVisible, Ob_Elephant_01(Clone)
134.28380000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
134.46260000, D_Obj, isInvisible, Cube.001
134.57420000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
136.40630000, D_Obj, isVisible, Ob_Tomato_01(Clone)
136.93180000, D_Obj, isVisible, Cube.001
137.03130000, D_Obj, isInvisible, Cube.002
137.03130000, D_Obj, isVisible, Ob_Elephant_01(Clone)
137.58880000, D_Obj, isVisible, Ob_model(Clone)
138.79590000, D_Obj, isInvisible, Cube
139.33260000, D_Obj, isVisible, Cube
139.93580000, D_Obj, isInvisible, Ob_model(Clone)
140.08090000, D_Obj, isInvisible, Ob_Tomato_01(Clone)
140.13640000, D_Obj, isInvisible, Ob_Elephant_01(Clone)
140.15930000, D_Obj, isInvisible, Ob_Wolf_01(Clone)
140.20330000, D_Obj, isInvisible, Ob_Mesh_Cat(Clone)
140.25920000, D_Obj, isInvisible, Ob_Strawberry_01(Clone)
140.32610000, D_Obj, isInvisible, Ob_Donut_01(Clone)
140.34820000, D_Obj, isInvisible, Ob_CairoSpinyMouse(Clone)
140.43790000, D_Obj, isInvisible, Cube.001
140.44830000, D_Obj, isInvisible, Cube
140.82980000, D_Obj, isVisible, Cube
140.91780000, D_Obj, isInvisible, DoorWay
140.98400000, D_Obj, isInvisible, Cube
145.13350000, Stopped Game
0.00000000, Started Game
0.02000000, D_Obj, isVisible, Cube
3.68893600, D_Obj, isVisible, DoorWay
4.11457800, D_Obj, isInvisible, Cube
4.40514100, D_Obj, isVisible, Cube
4.56074800, D_Obj, isInvisible, Cube
5.38751000, D_Obj, isVisible, Cube
9.30734900, D_Obj, isVisible, Cube.001
9.39660500, D_Obj, isInvisible, Cube
9.46367800, D_Obj, isInvisible, DoorWay
9.77627900, D_Obj, isVisible, Cube.002
9.78742000, D_Obj, isInvisible, Cube.001
10.97150000, D_Obj, isInvisible, Cube.002
11.00523000, D_Obj, isVisible, Cube.001
11.69775000, D_Obj, isInvisible, Cube.001
11.96573000, D_Obj, isVisible, Cube.002
12.42381000, D_Obj, isInvisible, Cube.002
16.06022000, D_Obj, isVisible, Cube.002
16.57882000, D_Obj, isInvisible, Cube.002
17.04873000, D_Obj, isVisible, Cube.002
17.46257000, D_Obj, isVisible, Cube.001
18.06404000, D_Obj, isInvisible, Cube.001
18.48964000, D_Obj, isVisible, Cube.001
18.64572000, D_Obj, isVisible, DoorWay
18.69108000, D_Obj, isVisible, Cube
18.81386000, D_Obj, isVisible, topLevelMenu
19.37580000, D_Obj, isInvisible, Cube
19.45326000, D_Obj, isInvisible, DoorWay
19.63105000, D_Obj, isInvisible, Cube.001
20.09482000, D_Obj, isInvisible, topLevelMenu
21.11454000, D_Obj, isVisible, topLevelMenu
21.25354000, D_Obj, isVisible, Cube.001
21.30865000, D_Obj, isVisible, DoorWay
21.33023000, D_Obj, isVisible, Cube
21.66695000, D_Obj, isInvisible, Cube.002
22.87433000, D_Obj, isInvisible, topLevelMenu
22.87433000, D_Obj, isVisible, submenu_Animals
23.21323000, D_Obj, isVisible, Cube.002
24.17480000, D_Obj, isInvisible, Cube
24.19636000, D_Obj, isInvisible, DoorWay
24.29650000, D_Obj, isInvisible, Cube.001
24.48669000, D_Obj, isInvisible, submenu_Animals
25.59034000, D_Obj, isVisible, submenu_Animals
25.64580000, D_Obj, isVisible, Cube.001
25.71380000, D_Obj, isVisible, DoorWay
25.73706000, D_Obj, isVisible, Cube
25.89376000, D_Obj, isInvisible, Cube.002
27.09066000, D_Obj, isInvisible, submenu_Animals
27.09066000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
27.71612000, D_Obj, isVisible, Cube.002
28.05009000, D_Obj, isInvisible, Cube.001
32.46325000, D_Obj, isInvisible, Cube
32.48556000, D_Obj, isInvisible, DoorWay
33.53621000, D_Obj, isVisible, Cube
33.56997000, D_Obj, isVisible, DoorWay
38.80766000, D_Obj, isVisible, Cube.001
39.07605000, D_Obj, isInvisible, Cube
39.37709000, D_Obj, isInvisible, DoorWay
39.81313000, D_Obj, isInvisible, Cube.002
39.97035000, D_Obj, isVisible, DoorWay
40.28245000, D_Obj, isVisible, Cube
40.84091000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
41.56715000, D_Obj, isInvisible, Cube.001
41.56715000, D_Obj, isInvisible, Cube
41.76560000, D_Obj, isVisible, Cube
42.29215000, D_Obj, isVisible, topLevelMenu
43.72475000, D_Obj, isInvisible, topLevelMenu
43.72475000, D_Obj, isVisible, submenu_Animals
45.23078000, D_Obj, isInvisible, submenu_Animals
45.23078000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
47.66604000, D_Obj, isInvisible, Cube
48.37835000, D_Obj, isVisible, Cube.001
48.40093000, D_Obj, isInvisible, DoorWay
48.42378000, D_Obj, isInvisible, Ob_PUSHILIN_butterfly(Clone)
48.44607000, D_Obj, isVisible, Cube.002
48.51257000, D_Obj, isVisible, Ob_NOVELO_SHEEP(Clone)
48.58012000, D_Obj, isVisible, Cube
49.39882000, D_Obj, isInvisible, Cube.001
49.39882000, D_Obj, isInvisible, Cube
49.42020000, D_Obj, isVisible, Cube.001
49.64216000, D_Obj, isInvisible, Ob_NOVELO_SHEEP(Clone)
49.76469000, D_Obj, isInvisible, Cube.002
49.82156000, D_Obj, isInvisible, Cube.001
49.83266000, D_Obj, isVisible, Cube
49.84333000, D_Obj, isVisible, DoorWay
49.92174000, D_Obj, isVisible, Ob_PUSHILIN_butterfly(Clone)
50.00029000, D_Obj, isVisible, topLevelMenu
50.94051000, D_Obj, isInvisible, topLevelMenu
50.94051000, D_Obj, isVisible, submenu_Symbol
52.54691000, D_Obj, isInvisible, submenu_Symbol
52.54691000, D_Obj, isVisible, Ob_bubble(Clone)
55.99860000, D_Obj, isVisible, Cube.001
56.32252000, D_Obj, isInvisible, Cube
